dist_id,district,adm,charter_status,ed_adm,ed_pct,high_pov_1,high_pov_2,el_adm,swd_total,swd_aut,swd_dd,swd_ed,swd_hi,swd_id,swd_md,swd_ohi,swd_oi,swd_sld,swd_sli,swd_tbi,swd_vi,swd_db,aig_enroll,sq_mi,current_pp,sparsity_23,el_pct,current_total
010,Alamance-Burlington Schools,22080,Traditional,14283.961,0.629,0,1,2303,3170,531,178,57,41,190,75,442,9,993,634,13,7,0,2399,434.2001279494223,7856.41,0,0.10430253623188405,173469532.79999998
020,Alexander County Schools,4241,Traditional,2165.2920000000004,0.49200000000000005,0,1,105,802,71,66,10,8,45,20,132,2,235,211,2,0,0,414,263.69992953547614,9046.44,1,0.024758311718934212,38365952.04
030,Alleghany County Schools,1313,Traditional,969.5000000000001,0.7000000000000001,0,1,75,223,19,21,2,0,9,1,13,0,89,66,2,1,0,103,235.80349708576188,11113.37,1,0.05712109672505712,14591854.81
040,Anson County Schools,2882,Traditional,2217.039,0.7590000000000001,0,1,83,468,62,45,8,0,53,4,54,1,163,77,1,0,0,287,537.1341566570801,10059.69,1,0.02879944482997918,28992026.580000002
050,Ashe County Schools,2610,Traditional,1493.2079999999999,0.5579999999999999,0,1,129,449,35,43,9,1,30,5,53,0,133,139,1,0,0,430,428.1702008144923,9676.74,1,0.04942528735632184,25256291.4
060,Avery County Schools,1761,Traditional,989.7500000000001,0.535,0,1,151,351,30,32,9,2,17,8,49,1,122,80,1,0,0,148,247.4916387959866,10154.46,1,0.085746734809767175,17882004.06
070,Beaufort County Schools,5575,Traditional,3743.496,0.654,0,1,416,875,112,81,25,4,103,19,90,1,296,137,3,4,0,877,837.985282923116,8743.08,1,0.07461883408071748,48742671
080,Bertie County Schools,1662,Traditional,1462.7250000000001,0.8250000000000001,1,0,15,293,29,30,2,1,53,1,19,2,89,64,2,1,0,46,707.7859660365267,11904.86,1,0.009025270758122744,19785877.32
090,Bladen County Schools,3794,Traditional,2901.08,0.728,0,1,334,642,50,58,8,1,95,13,102,0,216,95,3,1,0,565,887.5968992248062,9559.19,1,0.08803373748023194,36267566.86
100,Brunswick County Schools,13060,Traditional,7405.6320000000005,0.559,0,1,720,2102,289,214,71,16,118,45,454,1,650,229,7,8,0,1650,860.172981878089,7664.53,1,0.055130168453292494,100098761.8
110,Buncombe County Schools,21884,Traditional,10454.787,0.47100000000000003,0,1,1875,3060,333,332,54,13,216,66,519,9,1017,479,13,9,0,2758,637.6956018206793,7752.64,0,0.08567903491135076,169658773.76000002
111,Asheville City Schools,3859,Traditional,1767.1200000000001,0.444,0,1,105,564,65,43,20,15,32,11,75,2,211,87,1,2,0,1100,22.29999145208896,8164.77,0,0.027209121534076185,31507847.430000003
120,Burke County Schools,11183,Traditional,6370.816000000001,0.541,0,1,1159,1911,217,210,44,16,135,26,270,10,568,407,4,4,0,1961,514.1896153037628,8311.95,1,0.10363945274076723,92952536.85000001
130,Cabarrus County Schools,34919,Traditional,15537.088,0.439,0,1,2526,4232,717,402,140,19,258,58,583,14,1239,748,44,10,0,5032,350.80149272719564,7238.28,0,0.07233884131847991,252753499.32
132,Kannapolis City Schools,5314,Traditional,3703.7139999999995,0.6859999999999999,0,1,677,765,136,71,19,13,71,17,95,1,228,110,2,1,1,620,18.60002839698992,7551.86,0,0.12739932254422281,40130584.04
140,Caldwell County Schools,10303,Traditional,5851.791,0.549,0,1,454,1690,185,186,28,10,116,23,265,8,443,418,4,4,0,1459,474.5977293147104,8473.09,1,0.04406483548481025,87298246.27
150,Camden County Schools,1902,Traditional,512.19,0.27,0,0,9,258,41,20,3,1,5,9,40,0,63,76,0,0,0,205,240.49828397101817,10272.83,1,0.00473186119873817,19538922.66
160,Carteret County Public Schools,7814,Traditional,3639.411,0.459,0,1,215,1070,160,70,27,10,64,20,219,1,357,134,5,3,0,1134,513.6133191462727,7639.28,1,0.027514717174302535,59693333.919999994
170,Caswell County Schools,2050,Traditional,1425.085,0.677,0,1,19,368,55,27,4,3,31,2,40,3,134,67,0,2,0,225,428.66824805150793,10484.94,1,0.009268292682926829,21494127
180,Catawba County Schools,15602,Traditional,9313.884000000002,0.5860000000000001,0,1,1288,2119,240,158,42,12,163,15,299,3,605,565,9,8,0,1314,368,7613.71,0,0.08255351877964363,118789103.42
181,Hickory City Schools,3651,Traditional,2320.92,0.614,0,1,491,547,72,65,11,3,28,8,100,0,187,68,2,3,0,338,27.199947930226507,7731.33,0,0.13448370309504246,28227085.83
182,Newton Conover City Schools,2566,Traditional,1768.7559999999999,0.6709999999999999,0,1,408,398,54,35,5,0,40,16,43,0,119,86,0,0,0,308,20.800055081244835,8539.37,0,0.15900233826968044,21912023.42
190,Chatham County Schools,8839,Traditional,4621.298,0.506,0,1,1125,1315,156,131,34,16,101,19,165,4,487,189,10,2,1,1676,708.9971883786317,8153.75,1,0.12727684127163708,72070996.25
200,Cherokee County Schools,2955,Traditional,1926.875,0.625,0,1,39,548,58,46,7,1,20,0,76,0,286,50,1,3,0,217,466.71418389166075,9696.82,1,0.013197969543147208,28654103.099999998
210,Edenton-Chowan Schools,1719,Traditional,1133.808,0.624,0,1,71,259,22,28,12,1,15,5,28,0,94,53,0,1,0,156,173.09509492311656,10497.02,1,0.04130308318789994,18044377.38
220,Clay County Schools,1233,Traditional,847.57,0.647,0,1,53,194,19,18,11,0,12,3,17,0,77,35,1,1,0,103,220.81809112071832,10864.76,1,0.042984590429845905,13396249.08
230,Cleveland County Schools,13835,Traditional,9422.83,0.655,0,1,282,2402,315,204,107,18,188,60,371,8,745,350,26,10,0,1737,468.0945300389129,8409.68,1,0.020383086375135525,116347922.8
240,Columbus County Schools,5105,Traditional,3374.39,0.635,0,1,201,648,46,53,5,1,117,7,85,4,174,153,3,0,0,446,862.4719101123595,8910.26,1,0.03937316356513222,45486877.300000004
241,Whiteville City Schools,1980,Traditional,1382.4,0.675,0,1,100,292,41,26,1,3,45,3,45,4,105,16,2,1,0,143,92.49817916970139,9529.77,1,0.050505050505050504,18868944.6
250,Craven County Schools,12180,Traditional,7072.968999999999,0.563,0,1,592,1858,335,200,70,7,152,33,334,2,438,273,10,4,0,1262,718.4979574735519,7740.36,1,0.04860426929392447,94277584.8
260,Cumberland County Schools,47871,Traditional,29931.131999999998,0.609,0,1,1527,7012,1261,444,208,37,575,68,1452,25,2373,540,19,10,0,4692,590.0998596629591,7827.53,0,0.03189822648367488,374711688.63
270,Currituck County Schools,4489,Traditional,1554.14,0.34,0,0,54,558,67,58,3,2,25,4,77,3,227,85,2,5,0,500,262.4968120377455,8178.33,1,0.01202940521274226,36712523.37
280,Dare County Schools,4920,Traditional,2140.352,0.424,0,1,428,802,99,85,27,10,38,16,111,1,216,196,3,0,0,525,386.81109565981114,7966.6,1,0.08699186991869919,39195672
290,Davidson County Schools,17609,Traditional,9722.912,0.544,0,1,512,2667,288,188,25,12,205,45,426,6,889,569,10,4,0,2027,541.8975267036042,7583.12,0,0.029076040661025614,133531160.08
291,Lexington City Schools,2851,Traditional,2333.9150000000004,0.7690000000000001,0,1,405,449,47,64,17,7,53,23,50,1,110,75,0,2,0,285,18.699981190804124,8521.91,0,0.14205541915117503,24295965.41
292,Thomasville City Schools,2105,Traditional,1564.7630000000001,0.7090000000000001,0,1,295,254,37,19,5,6,31,5,30,0,82,37,0,2,0,156,7.100001202371076,8072.44,0,0.14014251781472684,16992486.2
300,Davie County Schools,5975,Traditional,3203.55,0.525,0,1,258,1054,107,65,22,1,50,18,191,2,349,241,3,5,0,870,266.5968312164462,7954.54,1,0.04317991631799163,47528376.5
310,Duplin County Schools,9495,Traditional,6455.558,0.653,0,1,1856,848,101,114,19,12,80,15,124,1,256,118,2,6,0,678,820.1997780244174,8529.2,1,0.19547130068457083,80984754
320,Durham Public Schools,30783,Traditional,17813.280000000002,0.555,0,1,5245,4867,1017,441,117,70,303,81,625,6,1568,578,37,23,1,4712,297.90103454830154,7684.11,0,0.1703862521521619,236539958.13
330,Edgecombe County Public Schools,5105,Traditional,3947.44,0.742,0,1,260,873,113,77,37,3,106,17,111,2,327,72,6,2,0,303,502.6818638954073,9552.24,1,0.050930460333006855,48764185.199999996
340,Winston Salem / Forsyth County Schools,50842,Traditional,30735.114000000005,0.5860000000000001,0,1,7131,7938,1023,613,86,58,585,78,1077,24,2755,1579,47,11,2,5728,412.30112972634845,7386,0,0.14025805436450178,375519012
350,Franklin County Schools,7826,Traditional,4534.226000000001,0.5660000000000001,0,1,524,1107,147,92,22,3,119,15,180,1,382,137,7,2,0,819,494.4896115627823,8506.03,1,0.06695629951443904,66568190.78000001
360,Gaston County Schools,29714,Traditional,17758.844999999998,0.585,0,1,1907,4416,573,246,81,29,340,106,826,15,1685,481,22,12,0,2903,363.7004181393952,7509.9,0,0.06417850171636266,223149168.6
370,Gates County Schools,1380,Traditional,828.3599999999999,0.585,0,1,9,286,31,10,13,1,8,2,52,0,123,46,0,0,0,222,342.72395622213213,11903.88,1,0.006521739130434782,16427354.399999999
380,Graham County Schools,1053,Traditional,704.085,0.643,0,1,21,178,13,24,0,0,27,0,29,0,42,43,0,0,0,65,301.5995872033024,11959.21,1,0.019943019943019943,12593048.129999999
390,Granville County Schools,6394,Traditional,3500.3700000000003,0.534,0,1,457,995,113,83,12,5,140,12,125,2,347,152,4,0,0,710,537.6098292735195,8536.5,1,0.07147325617766656,54582381
400,Greene County Schools,2667,Traditional,1940.12,0.728,0,1,355,364,44,21,10,3,53,4,57,1,104,66,1,0,0,266,267.19794815425485,10817.39,1,0.13310836145481814,28849979.13
410,Guilford County Schools,65879,Traditional,39311.538,0.574,0,1,7028,9567,1755,580,192,39,693,109,1301,33,3236,1501,108,18,2,11892,657.5982115492095,7713.37,0,0.10668042927184687,508149102.23
420,Halifax County Schools,2049,Traditional,1603.674,0.738,0,1,44,258,34,12,6,0,54,4,38,0,72,37,0,1,0,111,637.3654536135315,12141.72,1,0.021473889702293802,24878384.279999997
421,Roanoke Rapids City Schools,2604,Traditional,1728.639,0.627,0,1,161,453,73,71,21,1,55,4,52,1,118,55,0,2,0,278,6.89999343973459,8925.53,0,0.06182795698924731,23242080.12
422,Weldon City Schools,677,Traditional,561.7710000000001,0.777,0,1,9,96,4,4,0,2,28,2,13,0,27,16,0,0,0,43,86.09746109746109,12824.61,1,0.013293943870014771,8682260.97
430,Harnett County Schools,19503,Traditional,11286.115,0.569,0,1,1522,2877,369,260,41,15,213,19,599,2,937,402,10,10,0,1484,601.3041316997574,7962.55,0,0.07803927600881916,155293612.65
440,Haywood County Schools,6423,Traditional,3589.2140000000004,0.551,0,1,215,1273,135,100,17,6,41,11,164,4,556,232,5,2,0,715,554.311138386008,7974.04,1,0.033473454771913436,51217258.92
450,Henderson County Schools,12533,Traditional,5325.64,0.42200000000000004,0,1,1371,1863,382,150,27,18,51,48,271,6,763,133,10,4,0,870,375.10164026356375,7545.98,0,0.1093912072129578,94573767.33999999
460,Hertford County Schools,2274,Traditional,1911.747,0.789,0,1,69,355,34,23,3,0,52,3,65,0,144,31,0,0,0,170,355.81222056631896,10823.31,1,0.030343007915567283,24612206.939999998
470,Hoke County Schools,8438,Traditional,4781.327,0.547,0,1,610,1169,212,65,14,6,121,22,197,2,308,208,5,9,0,674,251.79936394576802,8719.21,0,0.07229201232519554,73572693.97999999
480,Hyde County Schools,449,Traditional,288.9320000000001,0.6070000000000001,0,1,42,96,12,5,0,0,6,0,11,0,48,14,0,0,0,39,687.8547105561861,19800.41,1,0.0935412026726058,8890384.09
490,Iredell-Statesville Schools,20433,Traditional,7930.3200000000015,0.38200000000000006,0,0,1152,2607,305,201,28,22,196,23,413,1,813,590,12,3,0,2048,561.3924224524,7327.51,0,0.056379386286888857,149723011.83
491,Mooresville Graded School District,5731,Traditional,2675.8709999999996,0.45299999999999996,0,1,259,782,107,84,18,1,43,8,137,2,265,111,2,4,0,617,35.99990493505876,7308.39,0,0.04519281102774385,41884383.09
500,Jackson County Public Schools,3357,Traditional,2012.0030000000002,0.5810000000000001,0,1,222,641,63,62,19,0,37,7,82,2,245,121,1,2,0,355,464.4989203607265,9196.11,1,0.06613047363717604,30871341.270000003
510,Johnston County Public Schools,36745,Traditional,16146.5,0.43,0,1,3536,6119,797,490,122,37,267,67,1117,12,2544,635,15,16,0,4192,795.7010237723408,7896.49,0,0.09623077969791809,290156525.05
520,Jones County Schools,980,Traditional,713.629,0.679,0,1,34,195,34,10,5,2,14,0,37,0,59,34,0,0,0,37,473.4177215189873,12803.8,1,0.03469387755102041,12547724
530,Lee County Schools,8964,Traditional,5819.922,0.626,0,1,1315,1296,173,132,23,11,89,26,133,1,472,226,8,1,1,1283,259.1972382522671,8145.01,0,0.14669790272199912,73011869.64
540,Lenoir County Public Schools,8091,Traditional,5862.78,0.705,0,1,437,1550,204,56,44,7,223,35,115,3,674,183,5,0,1,1350,401.3953488372093,8703.57,1,0.05401062909405512,70420584.87
550,Lincoln County Schools,11395,Traditional,5221.185,0.445,0,1,409,1758,212,123,29,3,150,10,252,1,608,358,5,6,1,1423,304.89922643793085,7653.38,0,0.03589293549802545,87210265.1
560,Macon County Schools,4357,Traditional,2404.0800000000004,0.54,0,1,327,704,65,92,28,7,40,7,85,6,275,97,2,0,0,272,519.7261545602228,8435.1,1,0.07505164103741106,36751730.7
570,Madison County Schools,2099,Traditional,985.32,0.47600000000000003,0,1,36,374,37,27,8,5,22,5,72,0,167,26,2,3,0,186,451.51033386327504,10247.47,1,0.01715102429728442,21509439.529999997
580,Martin County Schools,2489,Traditional,1825.0500000000002,0.6900000000000001,0,1,86,484,74,49,7,6,36,8,51,2,140,106,3,2,0,171,456.6702079222947,10425.8,1,0.03455202892728003,25949816.2
590,McDowell County Schools,5419,Traditional,3392.051,0.589,0,1,392,994,113,101,26,8,52,6,163,5,362,148,6,4,0,563,445.4040252328026,9109.53,1,0.07233806975456726,49364543.07
600,Charlotte-Mecklenburg Schools,140415,Traditional,65724.3,0.45,0,1,22777,16312,2830,1458,303,75,1125,200,2292,28,6101,1708,135,55,2,17651,546.099500647309,7237.19,0,0.16221201438592742,1016210033.8499999
610,Mitchell County Schools,1697,Traditional,921.6840000000001,0.534,0,1,103,348,28,23,21,0,23,2,32,2,156,59,0,2,0,201,221.9016708739031,10810.36,1,0.06069534472598703,18345180.92
620,Montgomery County Schools,3470,Traditional,2207.052,0.606,0,1,353,394,24,71,6,4,54,2,50,0,97,84,1,1,0,179,501.5216839969566,8871.28,1,0.10172910662824207,30783341.6
630,Moore County Schools,12792,Traditional,5582.577,0.429,0,1,425,1901,238,156,16,24,90,24,333,10,708,285,10,7,0,1676,705.6823168056166,7602.16,1,0.03322388993120701,97246830.72
640,Nash County Public Schools,14228,Traditional,10088.338000000002,0.6890000000000001,0,1,799,2264,319,164,29,16,229,26,321,2,841,294,17,5,1,849,546.9964407641462,8249.43,1,0.056156873770030924,117372890.04
650,New Hanover County Schools,24719,Traditional,11252.389000000001,0.449,0,1,1715,3452,489,321,99,28,156,56,644,9,1114,514,12,10,0,3901,203.90012413771427,7404.69,0,0.06937982928111978,183036532.10999998
660,Northampton County Schools,1202,Traditional,1058.575,0.805,1,0,23,221,32,11,5,0,29,4,21,0,65,48,2,4,0,56,550.5890505890505,13100.92,1,0.01913477537437604,15747305.84
670,Onslow County Schools,27002,Traditional,13922.706,0.511,0,1,608,4979,831,377,133,44,188,53,1110,7,1662,544,22,8,0,2754,632.6001978053031,7643.38,0,0.02251685060365899,206386546.76
680,Orange County Schools,6970,Traditional,3600.696,0.506,0,1,769,1108,157,87,21,8,51,25,236,0,343,170,8,2,0,1358,338.4972889233153,7726.9,1,0.11032998565279771,53856493
681,Chapel Hill-Carrboro City Schools,11266,Traditional,3630.744,0.312,0,0,1277,1321,257,85,36,16,35,25,217,2,490,145,8,5,0,3181,62.39984729066514,7499.28,0,0.11334990236108645,84486888.48
690,Pamlico County Schools,1151,Traditional,636.6500000000001,0.535,0,1,18,193,23,23,6,0,16,2,35,1,41,45,1,0,0,88,340.8230244887655,12027.58,1,0.015638575152041704,13843744.58
700,Elizabeth City-Pasquotank Public Schools,4565,Traditional,3008.808,0.638,0,1,193,774,129,54,33,7,52,20,108,3,230,135,2,1,0,170,227.10368221014343,9120.4,1,0.04227820372398686,41634626
710,Pender County Schools,10780,Traditional,4884.44,0.44,0,1,505,1538,196,136,22,13,84,22,301,1,524,223,10,5,1,1211,877.127709050321,7893.69,1,0.046846011131725415,85093978.2
720,Perquimans County Schools,1647,Traditional,916.522,0.542,0,1,14,300,27,22,12,1,11,5,37,1,110,73,0,1,0,163,247.48762561871908,10522.14,1,0.008500303582270795,17329964.58
730,Person County Schools,4299,Traditional,2637.778,0.598,0,1,136,792,95,68,30,10,47,10,146,1,253,124,4,4,0,409,404.38556418455914,8714.65,1,0.031635264014887185,37464280.35
740,Pitt County Schools,23628,Traditional,13404.933,0.549,0,1,1024,3492,676,356,124,35,361,93,430,1,1070,321,17,8,0,2506,655.1070840197693,7954.35,0,0.04333841205349585,187945381.8
750,Polk County Schools,2012,Traditional,1122.3,0.522,0,1,62,363,53,29,4,5,17,3,64,0,141,46,0,1,0,347,238.48789890768904,10053.96,1,0.030815109343936383,20228567.52
760,Randolph County School System,14942,Traditional,8820.210000000001,0.5820000000000001,0,1,934,2106,238,157,23,13,151,24,271,3,728,483,12,3,0,1827,755.3051643192488,7977.89,1,0.06250836568063177,119205632.38000001
761,Asheboro City Schools,4352,Traditional,3286.053,0.747,0,1,851,654,86,75,8,9,45,10,66,0,240,114,0,1,0,312,34.69992495222474,8461.34,0,0.19554227941176472,36823751.68
770,Richmond County Schools,6412,Traditional,4701.132,0.711,0,1,347,1131,96,208,10,6,135,15,257,0,284,117,2,1,0,560,479.68988138625673,9060.99,1,0.05411728009981285,58099067.879999995
780,Public Schools of Robeson County,20356,Traditional,15068.9,0.721,0,1,1977,2736,304,138,30,25,600,33,158,1,722,710,5,9,1,1122,949.3131217432497,8837.97,1,0.09712124189428178,179905717.32
790,Rockingham County Schools,10976,Traditional,6759.267000000001,0.5910000000000001,0,1,555,2109,332,93,67,15,115,18,383,7,660,408,4,7,0,1663,572.8074473297403,8565,1,0.05056486880466472,94009440
800,Rowan-Salisbury Schools,17617,Traditional,10312.016000000001,0.5720000000000001,0,1,1519,2221,218,174,61,11,221,34,428,4,750,312,4,4,0,1629,518.3991258024861,8203.25,0,0.08622353408639383,144516655.25
810,Rutherford County Schools,7061,Traditional,4702.259,0.643,0,1,196,1415,154,115,24,9,94,19,293,2,451,240,7,7,0,1106,567.2177277523742,8775.67,1,0.027758107916725675,61965005.87
820,Sampson County Schools,7824,Traditional,5353.25,0.665,0,1,1271,947,60,112,6,15,214,11,125,1,271,128,2,2,0,898,874.24,8942.97,1,0.1624488752556237,69969797.28
821,Clinton City Schools,2848,Traditional,1880.232,0.628,0,1,388,238,33,45,0,5,39,1,28,1,39,46,1,0,0,270,73.40043134435659,8634.82,0,0.13623595505617977,24591967.36
830,Scotland County Schools,5281,Traditional,4198.18,0.7640000000000001,0,1,21,1044,110,80,23,6,108,12,188,1,377,137,1,1,0,473,320.6017224024158,9247.72,1,0.003976519598560878,48837209.31999999
840,Stanly County Schools,8631,Traditional,4705.6,0.544,0,1,271,1145,111,150,14,11,80,18,224,9,385,136,2,5,0,909,404.9000335618737,7984.13,1,0.031398447456841616,68911026.03
850,Stokes County Schools,5441,Traditional,3282.444,0.594,0,1,77,1052,106,67,10,13,60,5,154,4,392,230,7,4,0,519,455.8121632024634,8820.85,1,0.014151810328983643,47994244.85
860,Surry County Schools,7108,Traditional,4452.195,0.605,0,1,707,998,76,96,10,7,74,12,133,4,301,281,1,3,0,401,494.20996013415174,8564.21,1,0.09946539110861001,60874404.67999999
861,Elkin City Schools,1222,Traditional,657.86,0.518,0,1,102,145,15,14,3,1,15,1,15,1,31,47,0,2,0,133,26.400230144504192,9214.88,0,0.08346972176759411,11260583.36
862,Mount Airy City Schools,1694,Traditional,962.4390000000001,0.541,0,1,165,273,23,20,2,5,20,2,41,1,124,30,1,4,0,231,17.09991960254798,9487.34,0,0.09740259740259741,16071553.96
870,Swain County Schools,1784,Traditional,1038.3680000000002,0.5920000000000001,0,1,21,387,47,55,3,4,16,3,43,1,140,74,0,1,0,173,501.84139454947206,10473.6,1,0.011771300448430493,18684902.400000002
880,Transylvania County Schools,3172,Traditional,2003.848,0.616,0,1,136,607,122,38,14,2,29,8,95,2,228,62,2,4,1,295,380.3006506618802,8820.24,1,0.04287515762925599,27977801.279999997
890,Tyrrell County Schools,437,Traditional,303.968,0.644,0,1,33,77,3,7,4,0,12,0,4,0,26,21,0,0,0,31,393.6106088004822,20475.99,1,0.07551487414187644,8948007.63
900,Union County Public Schools,41378,Traditional,13153.199,0.313,0,0,2659,4253,631,249,33,26,259,66,795,6,1690,436,35,25,2,6318,639.703954976486,6977.31,0,0.06426120160471749,288707133.18
910,Vance County Schools,5072,Traditional,4319.811000000001,0.783,0,1,420,660,101,42,10,5,159,12,77,0,174,74,4,2,0,338,268.69577193224075,9838.65,1,0.08280757097791798,49901632.8
920,Wake County Schools,159675,Traditional,60399.472,0.368,0,0,15404,20526,4250,2591,609,57,919,245,3440,52,6349,1804,156,49,5,28686,857.2018968394839,7161.22,0,0.09647095663065602,1143467803.5
930,Warren County Schools,1583,Traditional,1334.3100000000002,0.79,0,1,30,300,50,33,5,1,61,1,47,0,60,42,0,0,0,102,444.3449048152296,12040.24,1,0.018951358180669616,19059699.919999998
940,Washington County Schools,1001,Traditional,868.32,0.81,1,0,50,168,14,36,1,1,26,3,14,0,54,19,0,0,0,72,374.58654906284454,12860.85,1,0.04995004995004995,12873710.85
950,Watauga County Schools,4583,Traditional,1835.3099999999997,0.39299999999999996,0,0,163,889,99,98,13,2,42,14,110,0,341,168,1,1,0,754,313.3027217674852,8169.35,1,0.03556622299803622,37440131.050000004
960,Wayne County Public Schools,16949,Traditional,10933.468,0.637,0,1,2160,2556,556,284,32,31,234,62,542,11,640,150,12,2,0,1434,557.7021919879062,8521.78,0,0.12744114697032274,144435649.22
970,Wilkes County Schools,8176,Traditional,4610.070000000001,0.543,0,1,485,1352,141,121,18,14,98,17,216,3,406,312,3,3,0,871,757.2036278995104,8424.91,1,0.05931996086105675,68882064.16
980,Wilson County Schools,10070,Traditional,6563.802,0.634,0,1,711,1066,138,172,27,14,133,19,182,3,213,141,20,4,0,841,373.10035482359245,8016.82,1,0.07060575968222443,80729377.39999999
990,Yadkin County Schools,4946,Traditional,2938.8849999999998,0.569,0,1,400,856,67,63,6,15,97,17,83,3,244,253,2,6,0,516,337.7082281675921,9267.59,1,0.08087343307723413,45837500.14
995,Yancey County Schools,2009,Traditional,1227.204,0.594,0,1,135,326,30,24,6,0,27,0,32,2,141,64,0,0,0,234,313.2108486439195,10271.84,1,0.06719761075161772,20636126.56
00A,North Carolina Cyber Academy,2421,Charter,1757.0639999999999,0.716,0,1,44,394,104,3,11,2,36,2,98,0,102,32,1,3,0,177,NA,7450.39,0,0.018174308137133416,18037394.19
00B,NC Virtual Academy,3015,Charter,2035.5089999999998,0.6809999999999999,0,1,25,374,92,10,5,2,21,1,80,1,112,48,1,1,0,0,NA,7028.19,0,0.008291873963515755,21189992.849999998
01B,River Mill Academy,754,Charter,280.125,0.375,0,0,26,72,4,0,0,0,1,0,16,0,19,32,0,0,0,0,NA,7187.58,0,0.034482758620689655,5419435.32
01C,Clover Garden,930,Charter,276.33,0.302,0,0,9,137,20,2,1,1,8,2,28,1,46,24,2,2,0,68,NA,7364.38,0,0.00967741935483871,6848873.4
01D,The Hawbridge School,582,Charter,143,0.25,0,0,9,64,12,3,3,0,2,0,15,0,23,6,0,0,0,0,NA,7307.34,0,0.015463917525773196,4252871.88
01F,Alamance Community School,607,Charter,263.73,0.44700000000000006,0,1,9,95,16,12,1,0,2,1,14,1,27,20,1,0,0,0,NA,7668.23,0,0.014827018121911038,4654615.609999999
06B,Marjorie Williams Academy,109,Charter,86.982,0.763,0,1,9,28,2,2,0,0,2,0,6,0,13,3,0,0,0,0,NA,9376.13,0,0.08256880733944955,1021998.1699999999
07A,Washington Montessori,409,Charter,150.99699999999999,0.371,0,0,9,66,8,0,1,1,2,0,11,0,25,18,0,0,0,0,NA,8163.06,0,0.022004889975550123,3338691.54
09A,Paul R Brown Leadership Academy,204,Charter,155.085,0.735,0,1,0,31,0,0,2,0,6,0,12,0,11,0,0,0,0,0,NA,8108.68,0,0,1654170.72
09B,Emereau: Bladen,569,Charter,261.03000000000003,0.462,0,1,9,87,3,2,0,0,14,0,19,0,40,9,0,0,0,0,NA,9179.07,0,0.015817223198594025,5222890.83
10A,Classical Charter Schools of Leland,942,Charter,360.64,0.392,0,0,9,142,20,6,1,0,1,1,27,2,35,48,0,1,0,0,NA,7601.56,0,0.009554140127388535,7160669.5200000005
10B,Classical Charter Schools of Southport,573,Charter,245.196,0.441,0,1,9,73,10,5,0,0,1,0,9,0,19,28,1,0,0,0,NA,7806.5,0,0.015706806282722512,4473124.5
11A,Evergreen Community Charter,437,Charter,132.108,0.303,0,0,9,63,7,0,0,1,2,0,20,0,29,4,0,0,0,47,NA,7556.21,0,0.020594965675057208,3302063.77
11B,ArtSpace Charter,403,Charter,195.90900000000002,0.49100000000000005,0,1,9,72,14,5,4,0,2,0,7,0,25,15,0,0,0,0,NA,7919.93,0,0.022332506203473945,3191731.79
11C,Invest Collegiate - Imagine,1203,Charter,479.20000000000005,0.4,0,1,19,176,27,8,6,0,6,0,28,0,55,43,1,2,0,0,NA,7666.25,0,0.015793848711554447,9222498.75
11D,The Franklin School of Innovation,691,Charter,250.107,0.363,0,0,9,104,24,0,6,1,3,0,25,0,42,3,0,0,0,0,NA,7645.68,0,0.013024602026049204,5283164.88
11F,Asheville PEAK Academy,154,Charter,139.05,0.927,1,0,0,24,0,6,0,0,0,0,4,0,8,6,0,0,0,0,NA,7988.18,0,0,1230179.72
11K,Francine Delany New School,192,Charter,84.93,0.44700000000000006,0,1,0,28,2,2,2,0,2,0,10,0,7,1,1,1,0,0,NA,7725.32,0,0,1483261.44
11L,Mountain City Public Montessori,98,Charter,42.048,0.438,0,1,0,11,4,1,0,0,0,0,1,0,0,5,0,0,0,0,NA,7744.34,0,0,758945.3200000001
12A,The New Dimensions School,550,Charter,182.03,0.334,0,0,9,99,16,5,5,0,3,0,12,1,29,28,0,0,0,0,NA,8128.46,0,0.016363636363636365,4470653
13A,Carolina International School,734,Charter,275.12,0.38,0,0,59,113,22,7,1,2,2,1,26,0,38,14,0,0,0,28,NA,7606.05,0,0.08038147138964577,5582840.7
13B,Cabarrus Charter Academy,768,Charter,463.14,0.62,0,1,35,90,9,3,3,1,3,1,20,0,32,18,0,0,0,21,NA,7265.63,0,0.045572916666666664,5580003.84
13C,A.C.E. Academy,431,Charter,271.999,0.637,0,1,31,59,3,0,0,0,2,0,11,0,28,15,0,0,0,0,NA,7692.09,0,0.07192575406032482,3315290.79
13D,Concord Lake STEAM Academy,671,Charter,482.15999999999997,0.735,0,1,24,81,15,11,0,0,7,0,13,0,18,17,0,0,0,58,NA,7462.27,0,0.03576751117734724,5007183.17
14B,Oak Hill Charter School,205,Charter,120.99799999999999,0.599,0,1,0,25,4,1,0,0,2,0,3,0,1,14,0,0,0,0,NA,8160.6,0,0,1672923
16B,Tiller School,198,Charter,70.08,0.365,0,0,9,28,4,1,1,0,4,0,3,0,8,7,0,0,0,0,NA,7902.77,0,0.045454545454545456,1564748.4600000002
19A,Chatham Charter,578,Charter,167.042,0.289,0,0,9,63,4,3,0,0,1,0,21,0,26,7,0,1,0,0,NA,7402.69,0,0.015570934256055362,4278754.819999999
